date,year,month_num,month,area,area_source_label,area_type,parent_area,component,count,method,tent_multiplier,vehicle_multiplier,fellowship_month,flag
2020-02-01,2020,2,Feb,East Village,East Village,neighborhood,,tent,36.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,East Village,East Village,neighborhood,,total,409.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,East Village,East Village,neighborhood,,vehicle,6.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Gaslamp,Gaslamp,neighborhood,,individual,48.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Gaslamp,Gaslamp,neighborhood,,tent,2.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Gaslamp,Gaslamp,neighborhood,,total,52.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Marina,Marina,neighborhood,,individual,23.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Marina,Marina,neighborhood,,tent,1.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Marina,Marina,neighborhood,,total,27.0,POST2020,1.75,2.03,True,
2020-02-01,2020,2,Feb,Marina,Marina,neighborhood,,vehicle,1.0,POST2020,1.75,2.03,True,
2020-03-01,2020,3,Mar,East Village - North East,North East EV,ev_subarea,East Village,total,32.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,East Village - North West,North West EV,ev_subarea,East Village,total,34.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,East Village - South East,South East EV,ev_subarea,East Village,total,86.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,East Village - South West,South West EV,ev_subarea,East Village,total,109.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,City Center,City Center,neighborhood,,individual,101.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,City Center,City Center,neighborhood,,tent,19.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,City Center,City Center,neighborhood,,total,134.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,City Center,City Center,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Columbia,Columbia,neighborhood,,individual,19.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Columbia,Columbia,neighborhood,,tent,3.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Columbia,Columbia,neighborhood,,total,24.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Columbia,Columbia,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Cortez,Cortez,neighborhood,,individual,24.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Cortez,Cortez,neighborhood,,tent,2.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Cortez,Cortez,neighborhood,,total,28.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Cortez,Cortez,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,East Village,East Village,neighborhood,,individual,160.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,East Village,East Village,neighborhood,,tent,54.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,East Village,East Village,neighborhood,,total,261.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,East Village,East Village,neighborhood,,vehicle,3.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Gaslamp,Gaslamp,neighborhood,,individual,57.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Gaslamp,Gaslamp,neighborhood,,tent,3.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Gaslamp,Gaslamp,neighborhood,,total,62.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Marina,Marina,neighborhood,,individual,15.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Marina,Marina,neighborhood,,tent,3.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Marina,Marina,neighborhood,,total,20.0,POST2020,1.75,2.03,False,
2020-03-01,2020,3,Mar,Marina,Marina,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,East Village - North East,North East EV,ev_subarea,East Village,total,43.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,East Village - North West,North West EV,ev_subarea,East Village,total,57.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,East Village - South East,South East EV,ev_subarea,East Village,total,215.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,East Village - South West,South West EV,ev_subarea,East Village,total,15.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,City Center,City Center,neighborhood,,individual,91.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,City Center,City Center,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,City Center,City Center,neighborhood,,total,91.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,City Center,City Center,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Columbia,Columbia,neighborhood,,individual,38.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Columbia,Columbia,neighborhood,,tent,8.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Columbia,Columbia,neighborhood,,total,52.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Columbia,Columbia,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Cortez,Cortez,neighborhood,,individual,20.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,Cortez,Cortez,neighborhood,,tent,2.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,Cortez,Cortez,neighborhood,,total,20.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,Cortez,Cortez,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,East Village,East Village,neighborhood,,individual,248.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,East Village,East Village,neighborhood,,tent,39.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,East Village,East Village,neighborhood,,total,330.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,East Village,East Village,neighborhood,,vehicle,7.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Gaslamp,Gaslamp,neighborhood,,individual,42.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,Gaslamp,Gaslamp,neighborhood,,tent,1.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,Gaslamp,Gaslamp,neighborhood,,total,28.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-04-01,2020,4,Apr,Marina,Marina,neighborhood,,individual,24.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Marina,Marina,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Marina,Marina,neighborhood,,total,24.0,POST2020,1.75,2.03,False,
2020-04-01,2020,4,Apr,Marina,Marina,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village - North East,North East EV,ev_subarea,East Village,total,46.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village - North West,North West EV,ev_subarea,East Village,total,59.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village - South East,South East EV,ev_subarea,East Village,total,212.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village - South West,South West EV,ev_subarea,East Village,total,16.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,City Center,City Center,neighborhood,,individual,113.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,City Center,City Center,neighborhood,,tent,4.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,City Center,City Center,neighborhood,,total,122.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,City Center,City Center,neighborhood,,vehicle,1.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Columbia,Columbia,neighborhood,,individual,37.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Columbia,Columbia,neighborhood,,tent,8.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Columbia,Columbia,neighborhood,,total,51.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Columbia,Columbia,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Cortez,Cortez,neighborhood,,individual,24.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Cortez,Cortez,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Cortez,Cortez,neighborhood,,total,24.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Cortez,Cortez,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village,East Village,neighborhood,,individual,249.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village,East Village,neighborhood,,tent,44.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village,East Village,neighborhood,,total,332.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,East Village,East Village,neighborhood,,vehicle,3.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Gaslamp,Gaslamp,neighborhood,,individual,37.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Gaslamp,Gaslamp,neighborhood,,tent,3.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Gaslamp,Gaslamp,neighborhood,,total,42.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Marina,Marina,neighborhood,,individual,13.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Marina,Marina,neighborhood,,tent,6.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Marina,Marina,neighborhood,,total,24.0,POST2020,1.75,2.03,False,
2020-05-01,2020,5,May,Marina,Marina,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village - North East,North East EV,ev_subarea,East Village,total,71.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village - North West,North West EV,ev_subarea,East Village,total,69.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village - South East,South East EV,ev_subarea,East Village,total,252.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village - South West,South West EV,ev_subarea,East Village,total,26.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,City Center,City Center,neighborhood,,individual,112.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,City Center,City Center,neighborhood,,tent,16.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,City Center,City Center,neighborhood,,total,140.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,City Center,City Center,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Columbia,Columbia,neighborhood,,individual,50.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Columbia,Columbia,neighborhood,,tent,5.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Columbia,Columbia,neighborhood,,total,59.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Columbia,Columbia,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Cortez,Cortez,neighborhood,,individual,32.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Cortez,Cortez,neighborhood,,tent,4.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Cortez,Cortez,neighborhood,,total,39.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Cortez,Cortez,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village,East Village,neighborhood,,individual,271.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village,East Village,neighborhood,,tent,70.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village,East Village,neighborhood,,total,418.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,East Village,East Village,neighborhood,,vehicle,12.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Gaslamp,Gaslamp,neighborhood,,individual,37.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Gaslamp,Gaslamp,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Gaslamp,Gaslamp,neighborhood,,total,37.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Marina,Marina,neighborhood,,individual,25.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Marina,Marina,neighborhood,,tent,2.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Marina,Marina,neighborhood,,total,29.0,POST2020,1.75,2.03,False,
2020-06-01,2020,6,Jun,Marina,Marina,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village - North East,North East EV,ev_subarea,East Village,total,79.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village - North West,North West EV,ev_subarea,East Village,total,71.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village - South East,South East EV,ev_subarea,East Village,total,226.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village - South West,South West EV,ev_subarea,East Village,total,22.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,City Center,City Center,neighborhood,,individual,105.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,City Center,City Center,neighborhood,,tent,9.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,City Center,City Center,neighborhood,,total,121.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,City Center,City Center,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Columbia,Columbia,neighborhood,,individual,42.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Columbia,Columbia,neighborhood,,tent,7.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Columbia,Columbia,neighborhood,,total,56.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Columbia,Columbia,neighborhood,,vehicle,1.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Cortez,Cortez,neighborhood,,individual,22.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Cortez,Cortez,neighborhood,,tent,1.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Cortez,Cortez,neighborhood,,total,24.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Cortez,Cortez,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village,East Village,neighborhood,,individual,296.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village,East Village,neighborhood,,tent,50.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village,East Village,neighborhood,,total,398.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,East Village,East Village,neighborhood,,vehicle,7.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Gaslamp,Gaslamp,neighborhood,,individual,46.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-07-01,2020,7,Jul,Gaslamp,Gaslamp,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-07-01,2020,7,Jul,Gaslamp,Gaslamp,neighborhood,,total,51.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-07-01,2020,7,Jul,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,component_total_mismatch
2020-07-01,2020,7,Jul,Marina,Marina,neighborhood,,individual,24.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Marina,Marina,neighborhood,,tent,2.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Marina,Marina,neighborhood,,total,28.0,POST2020,1.75,2.03,False,
2020-07-01,2020,7,Jul,Marina,Marina,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village - North East,North East EV,ev_subarea,East Village,total,60.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village - North West,North West EV,ev_subarea,East Village,total,49.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village - South East,South East EV,ev_subarea,East Village,total,196.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village - South West,South West EV,ev_subarea,East Village,total,21.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,City Center,City Center,neighborhood,,individual,97.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,City Center,City Center,neighborhood,,tent,4.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,City Center,City Center,neighborhood,,total,104.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,City Center,City Center,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Columbia,Columbia,neighborhood,,individual,41.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Columbia,Columbia,neighborhood,,tent,4.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Columbia,Columbia,neighborhood,,total,48.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Columbia,Columbia,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Cortez,Cortez,neighborhood,,individual,22.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Cortez,Cortez,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Cortez,Cortez,neighborhood,,total,22.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Cortez,Cortez,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village,East Village,neighborhood,,individual,258.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village,East Village,neighborhood,,tent,33.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village,East Village,neighborhood,,total,326.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,East Village,East Village,neighborhood,,vehicle,5.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Gaslamp,Gaslamp,neighborhood,,individual,37.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Gaslamp,Gaslamp,neighborhood,,tent,1.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Gaslamp,Gaslamp,neighborhood,,total,38.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Marina,Marina,neighborhood,,individual,21.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Marina,Marina,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Marina,Marina,neighborhood,,total,21.0,POST2020,1.75,2.03,False,
2020-08-01,2020,8,Aug,Marina,Marina,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village - North East,North East EV,ev_subarea,East Village,total,68.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village - North West,North West EV,ev_subarea,East Village,total,57.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village - South East,South East EV,ev_subarea,East Village,total,300.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village - South West,South West EV,ev_subarea,East Village,total,22.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,City Center,City Center,neighborhood,,individual,112.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,City Center,City Center,neighborhood,,tent,6.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,City Center,City Center,neighborhood,,total,125.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,City Center,City Center,neighborhood,,vehicle,1.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Columbia,Columbia,neighborhood,,individual,49.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Columbia,Columbia,neighborhood,,tent,4.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Columbia,Columbia,neighborhood,,total,56.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Columbia,Columbia,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Cortez,Cortez,neighborhood,,individual,17.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Cortez,Cortez,neighborhood,,tent,0.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Cortez,Cortez,neighborhood,,total,17.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Cortez,Cortez,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village,East Village,neighborhood,,individual,330.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village,East Village,neighborhood,,tent,60.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village,East Village,neighborhood,,total,447.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,East Village,East Village,neighborhood,,vehicle,6.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Gaslamp,Gaslamp,neighborhood,,individual,45.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Gaslamp,Gaslamp,neighborhood,,tent,1.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Gaslamp,Gaslamp,neighborhood,,total,47.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Marina,Marina,neighborhood,,individual,22.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Marina,Marina,neighborhood,,tent,3.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Marina,Marina,neighborhood,,total,27.0,POST2020,1.75,2.03,False,
2020-09-01,2020,9,Sep,Marina,Marina,neighborhood,,vehicle,0.0,POST2020,1.75,2.03,False,
2020-10-01,2020,10,Oct,East Village - North East,North East EV,ev_subarea,East Village,total,44.0,POST2020,1.75,2.03,False,
2020-10-01,2020,10,Oct,East Village - North West,North West EV,ev_subarea,East Village,total,69.0,POST2020,1.75,2.03,False,
2020-10-01,2020,10,Oct,East Village - South East,South East EV,ev_subarea,East Village,total,270.0,POST2020,1.75,2.03,False,
2020-10-01,2020,10,Oct,East Village - South West,South West EV,ev_subarea,East Village,total,18.0,POST2020,1.75,2.03,False,
