obs_month,geo_block,neighborhood,signal_type,metric,value,is_imputed,source_id
2014-07-01,10100US060730054004021,east_village,observation,observed_total_units,1.0,false,A
2014-07-01,10100US060730054004023,east_village,observation,observed_total_units,1.0,false,A
2014-07-01,10100US060730054004027,gaslamp,observation,observed_total_units,1.0,false,A
2014-07-01,10100US060730054004028,gaslamp,observation,observed_total_units,7.0,false,A
2014-07-01,10100US060730054004032,east_village,observation,observed_total_units,1.0,false,A
2014-07-01,10100US060730056001010,cortez,observation,observed_total_units,1.0,false,A
2014-07-01,10100US060730056001011,cortez,observation,observed_total_units,2.0,false,A
2014-07-01,10100US060730056001014,cortez,observation,observed_total_units,9.0,false,A
2014-07-01,10100US060730056001015,cortez,observation,observed_total_units,2.0,false,A
2014-07-01,10100US060730056001020,cortez,observation,observed_total_units,5.0,false,A
2014-07-01,10100US060730056002054,cortez,observation,observed_total_units,1.0,false,A
2014-08-01,10100US060730051001001,east_village,observation,observed_total_units,25.0,true,A
2014-08-01,10100US060730051001002,east_village,observation,observed_total_units,26.0,true,A
2014-08-01,10100US060730051001003,east_village,observation,observed_total_units,6.0,true,A
2014-08-01,10100US060730051001004,east_village,observation,observed_total_units,11.0,true,A
2014-08-01,10100US060730051001005,east_village,observation,observed_total_units,41.0,true,A
2014-08-01,10100US060730051001006,east_village,observation,observed_total_units,5.0,true,A
2014-08-01,10100US060730051001008,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730051001009,east_village,observation,observed_total_units,5.0,true,A
2014-08-01,10100US060730051001010,east_village,observation,observed_total_units,9.0,true,A
2014-08-01,10100US060730051001011,east_village,observation,observed_total_units,28.0,true,A
2014-08-01,10100US060730051001012,east_village,observation,observed_total_units,7.0,true,A
2014-08-01,10100US060730051001013,east_village,observation,observed_total_units,18.0,true,A
2014-08-01,10100US060730051001014,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730051001015,east_village,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730051002000,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730051002001,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730051002003,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730051002008,east_village,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730051002009,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730051002010,east_village,observation,observed_total_units,7.0,true,A
2014-08-01,10100US060730051002011,east_village,observation,observed_total_units,43.0,true,A
2014-08-01,10100US060730051002016,east_village,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730051002018,east_village,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730051002019,east_village,observation,observed_total_units,15.0,true,A
2014-08-01,10100US060730051002026,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052001018,east_village,observation,observed_total_units,6.0,true,A
2014-08-01,10100US060730052001019,east_village,observation,observed_total_units,6.0,true,A
2014-08-01,10100US060730052001027,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052001028,east_village,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730052001029,east_village,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730052001030,east_village,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730052001031,east_village,observation,observed_total_units,10.0,true,A
2014-08-01,10100US060730052001032,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052001033,east_village,observation,observed_total_units,6.0,true,A
2014-08-01,10100US060730052001036,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052001038,east_village,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730052001047,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052002003,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052002004,core,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730052002006,core,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730052002007,core,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730052002008,core,observation,observed_total_units,5.0,true,A
2014-08-01,10100US060730052002010,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052002012,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052002013,east_village,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730052002014,core,observation,observed_total_units,5.0,true,A
2014-08-01,10100US060730052002015,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730052002016,east_village,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730052002017,east_village,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730053001001,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053001004,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053001007,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053001010,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053001013,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053001015,core,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053001016,core,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053001019,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053002000,core,observation,observed_total_units,11.0,true,A
2014-08-01,10100US060730053002003,gaslamp,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053002004,gaslamp,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053002005,gaslamp,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053002006,gaslamp,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053002007,east_village,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053002008,east_village,observation,observed_total_units,18.0,true,A
2014-08-01,10100US060730053002009,east_village,observation,observed_total_units,46.0,true,A
2014-08-01,10100US060730053002010,east_village,observation,observed_total_units,13.0,true,A
2014-08-01,10100US060730053002013,gaslamp,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053002014,gaslamp,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053002015,gaslamp,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053002016,gaslamp,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053002017,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053003000,cortez,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730053003001,cortez,observation,observed_total_units,5.0,true,A
2014-08-01,10100US060730053003002,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053003004,cortez,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053003005,columbia,observation,observed_total_units,8.0,true,A
2014-08-01,10100US060730053003006,core,observation,observed_total_units,8.0,true,A
2014-08-01,10100US060730053003007,core,observation,observed_total_units,10.0,true,A
2014-08-01,10100US060730053003008,core,observation,observed_total_units,15.0,true,A
2014-08-01,10100US060730053003009,core,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730053003010,core,observation,observed_total_units,11.0,true,A
2014-08-01,10100US060730053003011,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053003015,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053003016,core,observation,observed_total_units,10.0,true,A
2014-08-01,10100US060730053003018,columbia,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730053003019,core,observation,observed_total_units,6.0,true,A
2014-08-01,10100US060730053003022,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053003028,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053003029,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053004000,marina,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730053004001,marina,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730053004002,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053004003,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730053004006,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054001004,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054001009,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054001010,marina,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730054001011,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054001012,marina,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730054002000,columbia,observation,observed_total_units,5.0,true,A
2014-08-01,10100US060730054002001,columbia,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730054002002,core,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730054002003,columbia,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054002010,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054002012,columbia,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054002016,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054002022,core,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054003000,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054003001,marina,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730054003002,marina,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730054004001,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054004003,gaslamp,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054004004,gaslamp,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730054004006,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054004007,marina,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054004010,marina,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730054004013,gaslamp,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730054004014,east_village,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730054004015,east_village,observation,observed_total_units,3.0,true,A
2014-08-01,10100US060730054004018,marina,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730054004019,marina,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730054004027,gaslamp,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054004028,gaslamp,observation,observed_total_units,4.0,true,A
2014-08-01,10100US060730054004029,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054004030,east_village,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730054004032,gaslamp,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730056001001,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730056001010,cortez,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730056001011,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730056001013,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730056001014,cortez,observation,observed_total_units,7.0,true,A
2014-08-01,10100US060730056001015,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730056001020,cortez,observation,observed_total_units,2.0,true,A
2014-08-01,10100US060730056002050,cortez,observation,observed_total_units,1.0,true,A
2014-08-01,10100US060730056002060,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730051001001,east_village,observation,observed_total_units,30.0,true,A
2014-09-01,10100US060730051001002,east_village,observation,observed_total_units,27.0,true,A
2014-09-01,10100US060730051001003,east_village,observation,observed_total_units,6.0,true,A
2014-09-01,10100US060730051001004,east_village,observation,observed_total_units,9.0,true,A
2014-09-01,10100US060730051001005,east_village,observation,observed_total_units,40.0,true,A
2014-09-01,10100US060730051001006,east_village,observation,observed_total_units,6.0,true,A
2014-09-01,10100US060730051001008,east_village,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730051001009,east_village,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730051001010,east_village,observation,observed_total_units,9.0,true,A
2014-09-01,10100US060730051001011,east_village,observation,observed_total_units,16.0,true,A
2014-09-01,10100US060730051001012,east_village,observation,observed_total_units,4.0,true,A
2014-09-01,10100US060730051001013,east_village,observation,observed_total_units,18.0,true,A
2014-09-01,10100US060730051001014,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730051001015,east_village,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730051002000,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730051002003,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730051002008,east_village,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730051002009,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730051002010,east_village,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730051002011,east_village,observation,observed_total_units,43.0,true,A
2014-09-01,10100US060730051002015,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730051002016,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730051002018,east_village,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730051002019,east_village,observation,observed_total_units,17.0,true,A
2014-09-01,10100US060730051002020,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730051002025,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730051002026,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052001016,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052001018,east_village,observation,observed_total_units,6.0,true,A
2014-09-01,10100US060730052001019,east_village,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730052001027,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052001028,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730052001029,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730052001030,east_village,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730052001031,east_village,observation,observed_total_units,15.0,true,A
2014-09-01,10100US060730052001032,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052001038,east_village,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730052001047,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730052002003,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052002004,core,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730052002006,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052002007,core,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730052002008,core,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730052002010,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052002012,east_village,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730052002013,east_village,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730052002014,core,observation,observed_total_units,4.0,true,A
2014-09-01,10100US060730052002015,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730052002016,east_village,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730052002017,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730053001001,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053001004,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053001010,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053001013,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053001015,core,observation,observed_total_units,4.0,true,A
2014-09-01,10100US060730053001016,core,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730053001019,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053002000,core,observation,observed_total_units,19.0,true,A
2014-09-01,10100US060730053002003,gaslamp,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730053002004,gaslamp,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730053002005,gaslamp,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053002006,gaslamp,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053002007,east_village,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053002008,east_village,observation,observed_total_units,19.0,true,A
2014-09-01,10100US060730053002009,east_village,observation,observed_total_units,33.0,true,A
2014-09-01,10100US060730053002010,east_village,observation,observed_total_units,11.0,true,A
2014-09-01,10100US060730053002013,gaslamp,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053002014,gaslamp,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053002016,gaslamp,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053003000,cortez,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730053003001,cortez,observation,observed_total_units,12.0,true,A
2014-09-01,10100US060730053003002,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053003004,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053003005,core,observation,observed_total_units,12.0,true,A
2014-09-01,10100US060730053003006,core,observation,observed_total_units,7.0,true,A
2014-09-01,10100US060730053003007,core,observation,observed_total_units,7.0,true,A
2014-09-01,10100US060730053003008,core,observation,observed_total_units,16.0,true,A
2014-09-01,10100US060730053003009,core,observation,observed_total_units,4.0,true,A
2014-09-01,10100US060730053003010,core,observation,observed_total_units,10.0,true,A
2014-09-01,10100US060730053003011,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053003014,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053003016,core,observation,observed_total_units,6.0,true,A
2014-09-01,10100US060730053003018,columbia,observation,observed_total_units,6.0,true,A
2014-09-01,10100US060730053003019,core,observation,observed_total_units,4.0,true,A
2014-09-01,10100US060730053003022,core,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730053003028,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053003029,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053004000,marina,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730053004001,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053004002,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053004003,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730053004006,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054001004,marina,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054001007,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054001009,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054001010,marina,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730054001011,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054001012,marina,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054002000,columbia,observation,observed_total_units,6.0,true,A
2014-09-01,10100US060730054002001,columbia,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730054002002,columbia,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054002010,columbia,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054002012,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054002016,core,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054002021,columbia,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054002022,core,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054003000,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054003001,marina,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054003002,marina,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054004004,gaslamp,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730054004006,marina,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054004010,marina,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054004013,gaslamp,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054004014,east_village,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730054004015,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054004018,marina,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730054004019,marina,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730054004027,gaslamp,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730054004028,gaslamp,observation,observed_total_units,3.0,true,A
2014-09-01,10100US060730054004029,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730054004032,east_village,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730056001010,cortez,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730056001011,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730056001013,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730056001014,cortez,observation,observed_total_units,5.0,true,A
2014-09-01,10100US060730056001015,cortez,observation,observed_total_units,1.0,true,A
2014-09-01,10100US060730056001020,cortez,observation,observed_total_units,2.0,true,A
2014-09-01,10100US060730056002050,cortez,observation,observed_total_units,1.0,true,A
2014-10-01,10100US060730051001001,east_village,observation,observed_total_units,36.0,false,A
2014-10-01,10100US060730051001002,east_village,observation,observed_total_units,30.0,false,A
2014-10-01,10100US060730051001003,east_village,observation,observed_total_units,8.0,false,A
2014-10-01,10100US060730051001004,east_village,observation,observed_total_units,16.0,false,A
2014-10-01,10100US060730051001005,east_village,observation,observed_total_units,52.0,false,A
2014-10-01,10100US060730051001006,east_village,observation,observed_total_units,8.0,false,A
2014-10-01,10100US060730051001008,east_village,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730051001009,east_village,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730051001010,east_village,observation,observed_total_units,11.0,false,A
2014-10-01,10100US060730051001011,east_village,observation,observed_total_units,6.0,false,A
2014-10-01,10100US060730051001012,east_village,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730051001013,east_village,observation,observed_total_units,27.0,false,A
2014-10-01,10100US060730051001015,east_village,observation,observed_total_units,7.0,false,A
2014-10-01,10100US060730051002000,east_village,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730051002008,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730051002009,east_village,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730051002010,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730051002011,east_village,observation,observed_total_units,57.0,false,A
2014-10-01,10100US060730051002016,east_village,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730051002018,east_village,observation,observed_total_units,5.0,false,A
2014-10-01,10100US060730051002019,east_village,observation,observed_total_units,28.0,false,A
2014-10-01,10100US060730052001018,east_village,observation,observed_total_units,7.0,false,A
2014-10-01,10100US060730052001019,east_village,observation,observed_total_units,5.0,false,A
2014-10-01,10100US060730052001027,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730052001028,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730052001029,east_village,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730052001030,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730052001031,east_village,observation,observed_total_units,9.0,false,A
2014-10-01,10100US060730052001032,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730052001038,east_village,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730052001042,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730052001047,east_village,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730052002004,core,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730052002006,core,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730052002007,core,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730052002008,core,observation,observed_total_units,5.0,false,A
2014-10-01,10100US060730052002012,east_village,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730052002013,east_village,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730052002015,core,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730052002017,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053001009,core,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053001016,core,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730053001019,core,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053002000,core,observation,observed_total_units,6.0,false,A
2014-10-01,10100US060730053002003,gaslamp,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053002004,gaslamp,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053002006,gaslamp,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053002008,east_village,observation,observed_total_units,36.0,false,A
2014-10-01,10100US060730053002009,east_village,observation,observed_total_units,41.0,false,A
2014-10-01,10100US060730053002010,east_village,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730053002013,gaslamp,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053002016,gaslamp,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730053003000,cortez,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730053003001,cortez,observation,observed_total_units,8.0,false,A
2014-10-01,10100US060730053003004,cortez,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730053003005,core,observation,observed_total_units,11.0,false,A
2014-10-01,10100US060730053003006,core,observation,observed_total_units,7.0,false,A
2014-10-01,10100US060730053003007,core,observation,observed_total_units,14.0,false,A
2014-10-01,10100US060730053003008,core,observation,observed_total_units,11.0,false,A
2014-10-01,10100US060730053003009,core,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730053003010,core,observation,observed_total_units,10.0,false,A
2014-10-01,10100US060730053003011,core,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730053003014,core,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730053003016,core,observation,observed_total_units,14.0,false,A
2014-10-01,10100US060730053003018,core,observation,observed_total_units,5.0,false,A
2014-10-01,10100US060730053003019,core,observation,observed_total_units,5.0,false,A
2014-10-01,10100US060730053003022,core,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730053004000,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730053004001,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730053004002,marina,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730053004003,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730053004006,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054001009,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054001010,marina,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730054001011,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054002001,core,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730054002002,core,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054002012,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054002014,core,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730054002016,core,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054002022,core,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054003000,marina,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730054003001,marina,observation,observed_total_units,6.0,false,A
2014-10-01,10100US060730054003002,marina,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054003004,marina,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730054004004,gaslamp,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730054004006,marina,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730054004010,marina,observation,observed_total_units,4.0,false,A
2014-10-01,10100US060730054004013,gaslamp,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730054004014,east_village,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730054004015,east_village,observation,observed_total_units,1.0,false,A
2014-10-01,10100US060730054004018,marina,observation,observed_total_units,6.0,false,A
2014-10-01,10100US060730054004019,marina,observation,observed_total_units,6.0,false,A
2014-10-01,10100US060730054004028,gaslamp,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730054004029,east_village,observation,observed_total_units,2.0,false,A
2014-10-01,10100US060730054004032,east_village,observation,observed_total_units,3.0,false,A
2014-10-01,10100US060730056001001,cortez,observation,observed_total_units,1.0,false,A
